,epoch,pm10_wadow,pm10_piastow,pm10_krasinskiego,pm10_swoszowice,pm10_zloty_rog,pm10_kurdwanow,pm10_dietla,pm25_krasinskiego,pm25_kurdwanow
0,1451599200,,,243.643,,213.833,417.618,250.2,200.445,289.665
1,1451602800,,,254.931,,237.703,414.837,283.5,211.441,281.38
2,1451606400,,,303.558,,342.924,,449.5,248.173,
3,1451610000,,,289.828,,329.66,,382.1,240.423,
4,1451613600,,,279.998,,322.539,311.513,327.5,230.277,311.2
5,1451617200,,,289.167,,294.548,322.888,332.7,241.381,316.5
6,1451620800,,,284.534,,285.527,297.152,332.9,238.346,287.8
7,1451624400,,,269.372,,272.708,219.365,309.1,225.759,217.1
8,1451628000,,,290.027,,291.304,260.138,309.4,243.282,247.317
9,1451631600,,,267.287,,240.568,270.548,294.8,224.785,266.6
10,1451635200,,,267.39,,252.42,178.303,288.5,225.283,174.3
11,1451638800,,,268.843,,255.505,203.364,296,226.542,193.452
12,1451642400,,,220.234,,187.489,136.47,220.1,184.685,135.8
13,1451646000,,,173.774,,150.372,75.2523,155.8,143.501,71.757
14,1451649600,,,126.387,,110.253,91.764,107.6,102.488,88.4
15,1451653200,,,135.411,,103.014,127.409,169.6,109.498,121.252
16,1451656800,,,170.97,,243.563,113.24,171.5,139.91,112.8
17,1451660400,,,160.751,,184.791,129.53,157.3,131.913,128.8
18,1451664000,,,161.087,,217.686,134.734,159.8,133.616,129.9
19,1451667600,,,144.031,,145.081,134.059,140.5,119.359,127.617
20,1451671200,,,123.729,,124.12,117.481,118.9,102.323,109.3
21,1451674800,,,90.4527,,75.7743,89.0263,91.8,73.3765,84.772
22,1451678400,,,77.1401,,72.9308,55.0779,82.21,62.5396,52.567
23,1451682000,,,67.0079,,55.567,48.8896,75.26,54.9453,44.6
24,1451685600,,,62.0013,,46.3241,44.6582,56.35,49.4618,36.9
25,1451689200,,,62.0295,,48.8157,36.2915,71.34,49.7087,34.707
26,1451692800,,,61.985,,58.2517,58.8371,68.46,54.3292,46
27,1451696400,,,66.9879,,56.8069,64.9964,66.12,56.5276,57.5
28,1451700000,,,59.0421,,54.6219,54.0465,58.03,52.3341,54
29,1451703600,,,60.7448,,58.4164,53.1308,52.05,54.9967,50.667
30,1451707200,,,47.9716,,56.045,43.5111,44.1,44.2555,41.547
31,1451710800,,,39.9298,,44.7117,36.2915,41.43,36.1239,31.7
32,1451714400,,,36.0882,,41.5141,33.2167,36.64,32.4657,26.7
33,1451718000,,,44.6886,,45.683,35.7517,53.2,38.5454,25
34,1451721600,,,53.281,,44.3974,37.7566,63.41,44.7907,29.7
35,1451725200,,,51.8505,,35.2215,41.1978,46.39,42.5704,39.6
36,1451728800,,,54.873,,44.2823,41.2845,41.08,38.4539,36.4
37,1451732400,,,93.8808,,44.6706,46.8558,59.46,44.4641,34.5
38,1451736000,,,142.682,,43.0838,43.8292,79.46,51.5033,41.832
39,1451739600,,,165.533,,52.3139,42.1423,97.81,58.0086,33.6
40,1451743200,,,154.365,,47.933,43.54,105.9,59.8079,32.5
41,1451746800,,,127.348,,50.1868,38.547,75.384,49.6556,36.797
42,1451750400,,,118.585,,44.5008,38.5759,81.99,49.1302,34.5
43,1451754000,,,109.178,,69.2014,43.646,85.77,50.7518,34.8
44,1451757600,,,89.5464,,55.4542,47.386,68.247,47.0708,35.4
45,1451761200,,,79.1438,,56.1299,40.9664,55.431,41.9709,39.4
46,1451764800,,,71.8685,,47.4977,47.492,66.069,44.449,40.5
47,1451768400,,,69.9067,,45.3833,45.6027,59.751,45.7093,43.542
48,1451772000,,,61.2456,,45.9168,44.475,52.191,40.9767,40.8
49,1451775600,,,55.2334,,38.3313,35.5685,51.903,39.9977,31.4
50,1451779200,,,52.3606,,40.2775,35.6746,55.809,38.9876,34.4
51,1451782800,,,50.0121,,34.6812,40.3495,49.059,37.3887,37.7
52,1451786400,,,44.733,,33.1681,42.5182,38.781,34.2483,31
53,1451790000,,,44.0482,,31.1223,31.443,44.298,34.1114,26.3
54,1451793600,,,58.6302,,36.7841,33.1684,48.978,42.1168,25.6
55,1451797200,,,60.5132,,32.2438,31.7804,41.607,42.553,30.4
56,1451800800,,,52.8754,,34.6805,33.9974,48.465,38.8508,25.9
57,1451804400,,,47.8686,,39.9352,29.0623,39.06,36.1739,27.867
58,1451808000,,,52.0579,,35.662,44.0991,44.307,39.0081,38
59,1451811600,,,59.8486,,46.5259,40.3206,49.527,43.8828,27.8
60,1451815200,,,63.1488,,76.3942,38.6338,53.64,48.604,34.9
61,1451818800,,,65.0379,,56.0042,45.275,60.543,51.3551,44
62,1451822400,,,76.711,,53.2691,46.6824,62.397,61.5362,37.6
63,1451826000,,,62.1106,,60.0225,51.1356,53.43,51.0595,44.3
64,1451829600,,,86.7664,,62.2297,52.3019,74.7,54.5416,44.6
65,1451833200,,,107.27,,70.979,53.179,79.53,57.9194,45.8
66,1451836800,,,106.408,,79.4267,46.7113,88.03,56.988,44.5
67,1451840400,,,108.27,,73.5519,48.8704,84.83,61.0561,46.677
68,1451844000,,,90.6408,,66.9734,47.3281,72.76,57.9799,47
69,1451847600,,,83.2552,,82.359,60.148,82.14,59.1978,51.3
70,1451851200,,,88.3272,,77.5562,68.1484,104.7,64.951,60.2
71,1451854800,,,78.421,,77.1556,71.3678,67.28,62.5855,68.8
72,1451858400,,,77.2027,,82.4558,81.5176,69.14,62.2877,75.7
73,1451862000,,,83.9392,,76.4021,79.3682,81.75,69.6246,70.7
74,1451865600,,,82.2544,,69.7338,85.4527,105.5,70.7979,67.7061
75,1451869200,,,76.8823,,76.9436,83.4605,98.17,68.7347,72.1065
76,1451872800,,,74.4322,,64.75,81.8111,74.45,67.0761,63.0057
77,1451876400,,,78.5686,,69.3558,72.4389,,70.8992,62.1056
78,1451880000,,,75.6922,,65.3941,72.9103,,66.9915,59.2053
79,1451883600,,,76.8456,,67.1442,69.0864,,67.7505,59.3053
80,1451887200,,,78.5174,,82.8775,65.9696,,70.7638,56.9051
81,1451890800,,,85.6176,,81.4801,79.4271,,75.4133,61.7056
82,1451894400,,,90.0096,,86.2919,73.4841,,76.0068,57.2051
83,1451898000,,,97.2856,,98.1526,78.0813,,76.6101,65.1059
84,1451901600,,,146.544,,86.7422,82.4415,,87.9644,66.906
85,1451905200,,,197.297,,88.1998,88.467,,99.0756,67.7061
86,1451908800,,,218.606,,92.763,93.8776,93.11,108.257,71.1064
87,1451912400,,,211.806,,98.7616,95.1637,119.9,103.675,68.6062
88,1451916000,,,182.02,,101.148,90.5958,130.2,102.979,67.4061
89,1451919600,,,138.194,,95.8638,108.047,99.79,83.8172,83.4075
90,1451923200,,,155.866,,182.643,118.306,113.3,87.5853,94.0085
91,1451926800,,,162.283,,106.23,131.152,114.4,97.0299,94.5085
92,1451930400,,,154.858,,109.608,105.096,111.4,93.3138,71.2064
93,1451934000,,,158.239,,110.476,97.0755,133.2,98.3106,78.307
94,1451937600,,,137.937,,107.691,106.709,114,93.4623,84.3076
95,1451941200,,,130.722,,106.624,115.419,108.2,92.3112,80.3072
96,1451944800,,,136.603,,109.391,117.046,97.15,93.708,88.508
97,1451948400,,,124.03,,107.901,116.196,101.9,93.5226,89.9081
98,1451952000,,,139.965,,107.942,120.359,104,92.1708,109.01
99,1451955600,,,131.729,,101.136,110.758,93.71,88.2309,104.409
100,1451959200,,,132.104,,90.0132,106.576,102.9,92.0322,103.509
101,1451962800,,,137.568,,96.1949,125.351,110.6,94.2156,110.81
102,1451966400,,,136.526,,103.843,110.252,102.9,91.2015,99.4089
103,1451970000,,,133.574,,108.951,115.108,115.2,91.9035,103.109
104,1451973600,,,135.523,,126.282,111.17,111.6,95.5035,107.41
105,1451977200,,,135.987,,124.343,102.785,108.7,96.8985,99.809
106,1451980800,,,152.673,,129.373,111.456,130.2,100.311,111.11
107,1451984400,,,158.493,,126.139,119.171,142.1,103.657,101.309
108,1451988000,,,159.163,,119.068,107.914,149.3,105.775,103.609
109,1451991600,,,165.314,,127.028,122.578,145.2,109.32,108.41
110,1451995200,,,179.601,,130.469,121.338,140.7,115.899,113.81
111,1451998800,,,175.721,,149.895,126.569,144.3,115.448,120.611
112,1452002400,,,189.588,,149.308,126.262,157,119.466,120.217
113,1452006000,,,191.227,,150.428,137.262,152.1,127.34,135.112
114,1452009600,,,199.731,,176.643,146.692,172.1,140.182,140.913
115,1452013200,,,199.65,,181.586,172.567,166,141.242,169.215
116,1452016800,,,201.533,,168.256,163.775,167.5,138.858,155.846
117,1452020400,,,212.719,,163.234,165.352,171.4,138.899,159.514
118,1452024000,,,198.37,,167.054,161.298,154.7,130.424,153.471
119,1452027600,,,185.807,,161.691,155.733,156.4,124.922,148.151
120,1452031200,,,184.662,,160.557,188.613,149.7,124.568,182.416
121,1452034800,,,177.927,,155.575,181.016,140,120.456,178.816
122,1452081600,,95.067,172.977,,113.538,117.817,142.2,121.609,89.7081
123,1452085200,,100.086,142.424,,129.42,144.288,112.5,101.572,105.509
124,1452088800,,103.59,153.142,,131.774,139.451,137.8,111.238,104.709
125,1452092400,,113.073,155.218,,140.24,124.804,139,113.998,97.4088
126,1452096000,,119.482,158.302,,144.885,119.849,135,117.929,91.0082
127,1452099600,,124.785,159.169,,154.872,145.148,134.3,118.699,112.01
128,1452103200,,144.343,164.73,,163.152,156.435,142.9,123.311,115.31
129,1452106800,,136.225,159.887,,146.047,166.186,126,120.178,124.911
130,1452110400,,121.343,154.111,,129.121,160.98,125.2,116.713,118.711
131,1452114000,,123.394,146.476,,143.039,145.478,124.6,111.197,112.91
132,1452117600,,114.226,135.789,,124.49,143.512,111.2,103.38,102.909
133,1452121200,,114.499,140.65,,111.616,151.303,120.2,106.858,117.311
134,1452038400,,,169.596,,164.159,176.509,141.7,122.259,134.412
135,1452042000,,,192.162,,159.415,216.655,146.1,130.298,168.715
136,1452045600,,,184.266,,149.478,144.889,138.6,128.851,104.509
137,1452049200,,,173.061,,135.537,136.567,135.6,118.751,108.81
138,1452052800,,,161.005,,128.247,162.177,125.4,116.045,119.911
139,1452056400,,,161.861,,122.273,140.035,125.8,115.166,105.309
140,1452060000,,,156.785,,119.171,144.244,116.7,108.671,101.009
141,1452063600,,,159.156,,127.346,154.51,113.1,105.865,102.109
142,1452067200,,,152.372,,143.808,152.83,113.2,104.645,111.61
143,1452070800,,,167.574,,133.067,137.445,111.7,115.581,101.609
144,1452074400,,,149.658,,128.976,142.314,103.5,105.493,97.9088
145,1452078000,,,143.625,,103.287,122.784,117.1,101.701,95.7086
146,1452124800,,100.641,136.694,,113.488,120.993,111.6,104.206,94.9085
147,1452128400,,100.799,126.029,,112.076,120.158,104.8,96.1497,93.4084
148,1452132000,,103.392,132.603,,109.389,124.001,114.1,99.9045,91.7083
149,1452135600,,106.591,134.365,,108.264,135.013,110.9,100.702,92.3083
150,1452139200,,112.284,142.149,,115.578,137.929,127.3,105.644,96.3087
151,1452142800,,97.3627,134.275,,113.011,160.045,120,102.087,108.91
152,1452146400,,88.0171,122.936,,114.228,125.504,110.5,93.447,91.1082
153,1452150000,,82.2864,130.204,,106.124,124.443,115.8,96.399,91.0082
154,1452160800,,89.22,136.245,,96.4679,109.341,110.1,96.552,80.7073
155,1452164400,,92.0818,136.434,,93.3872,103.133,126.9,94.4901,77.1069
156,1452168000,,104.265,124.596,,121.952,108.584,115.1,87.9198,78.5071
157,1452171600,,97.1109,124.406,,127.882,114.676,114.6,86.7235,79.8072
158,1452175200,,90.5187,142.216,,125.827,126.016,131.2,96.6753,88.0079
159,1452178800,,97.7891,148.614,,128.879,115.047,136.3,102.354,83.2075
160,1452182400,,127.812,133.418,,126.48,92.2547,115.8,94.2192,71.5064
161,1452186000,,122.715,137.259,,124.474,96.3447,124.9,98.3295,72.3065
162,1452189600,,119.808,117.375,,144.212,120.302,112.9,87.071,82.4074
163,1452193200,,108.932,121.544,,134.116,130.625,110,91.1547,94.1085
164,1452196800,,95.719,126.337,,135.687,119.756,115.1,94.0338,91.8083
165,1452200400,,80.8834,95.3091,,100.235,108.169,72.85,70.7215,71.7065
166,1452204000,,83.4922,94.8456,,81.542,86.3888,86.57,71.6015,59.2053
167,1452207600,,75.76,91.2735,,79.4056,94.9169,77.02,69.3493,67.106
168,1452153600,,,135.15,,108.774,137.685,124.2,98.8326,90.3081
169,1452157200,,,136.752,,105.623,110.487,116.8,97.2459,80.5072
170,1452211200,,78.0734,91.4832,,70.7825,91.8788,78.05,69.0659,66.206
171,1452214800,,78.0999,75.4221,,66.5763,85.5745,74.27,57.1945,60.0054
172,1452218400,,78.9076,86.2319,,76.4919,87.9468,94.31,64.5268,59.9054
173,1452222000,,90.3572,94.8294,,90.4316,110.351,90.92,71.9478,67.206
174,1452225600,,88.5353,90.6588,,96.3762,108.345,92.98,68.4278,70.4063
175,1452229200,,77.5214,82.7327,,88.936,91.458,81.28,62.3745,57.9052
176,1452232800,,75.9444,82.9988,,91.8726,84.282,87.99,62.4819,66.1059
177,1452236400,,66.8362,90.4464,,80.8137,92.6382,90.17,67.0829,61.1055
178,1452240000,,66.8798,95.9004,,82.4593,96.8556,91.16,68.517,66.506
179,1452243600,,86.1448,120.507,,89.4548,109.096,102.6,81.6358,78.007
180,1452247200,,83.7272,129.497,,95.8963,117.027,104,86.4618,81.8074
181,1452250800,,88.9549,148.864,,108.316,113.849,120.6,97.8003,82.9075
182,1452254400,,92.799,146.748,,109.77,116.294,117,100.572,81.1073
183,1452258000,,87.4552,139.662,,71.8756,108.33,114.9,95.2353,80.3072
184,1452261600,,37.506,67.7527,,25.6258,47.3135,64.05,46.4153,30.2027
185,1452265200,,24.8565,44.1841,,28.49,35.6799,36.95,31.1675,20.8019
186,1452268800,,29.5665,55.9133,,25.3242,47.4811,43.7,40.257,26.6024
187,1452272400,,40.5188,87.5531,,54.2935,45.8394,52.45,63.3731,30.2027
188,1452276000,,41.0386,82.9686,,110.601,35.1747,62.61,61.1415,25.1023
189,1452279600,,48.1295,81.8951,,99.2028,39.5194,66.83,60.1708,26.0023
190,1452283200,,61.3225,82.4265,,89.2388,29.3626,76.05,61.9539,21.702
191,1452286800,,59.5253,106.408,,100.432,52.2116,91.14,80.3099,34.8031
192,1452290400,,82.3134,118.437,,69.9444,52.5113,115.8,89.215,39.0035
193,1452294000,,62.31,118.589,,75.027,67.6216,111.7,89.1737,41.0037
194,1452297600,,53.4854,120.546,,72.3775,69.2758,121.1,90.5922,60.1054
195,1452301200,,57.2586,124.034,,72.0342,74.4451,114,94.2399,64.8058
196,1452304800,,78.5808,124.968,,65.8243,79.8484,85.27,95.2686,68.9062
197,1452308400,,78.969,114.086,,92.1281,72.7997,71.93,86.7016,63.7057
198,1452312000,,75.0611,114.551,,83.925,61.0526,83.92,86.6611,47.5043
199,1452315600,,60.0234,114.914,,94.9483,55.6734,85.2,86.862,48.6044
200,1452319200,,74.249,131.833,,87.9626,84.6131,95.8,99.3645,68.6062
201,1452322800,,77.2116,128.258,,100.973,90.1426,115.4,96.8859,75.7068
202,1452326400,,99.5259,142.178,,121.326,124.976,128.1,107.196,109.91
203,1452330000,,115.255,158.834,,147.19,134.465,146.1,118.32,109.11
204,1452333600,,122.08,144.342,,110.962,143.029,157.2,105.993,124.411
205,1452337200,,130.975,146.39,,106.446,150.629,115.1,103.438,123.411
206,1452340800,,128.707,154.736,,88.6663,129.523,107.4,99.036,104.709
207,1452344400,,76.296,133.918,,95.8059,106.148,89.21,82.8638,86.6078
208,1452348000,,59.4376,125.561,,64.3966,111.15,94.67,79.6605,94.4085
209,1452351600,,79.3528,129.893,,100.797,113.618,96.22,83.993,88.2079
210,1452355200,,85.2134,114.973,,111.866,92.0811,92.93,79.5229,82.1074
211,1452358800,,94.7828,119.558,,96.2755,95.8507,117.1,81.5095,86.2078
212,1452362400,,65.5434,131.925,,86.3378,86.6955,79.05,92.4246,78.8071
213,1452366000,,63.5456,104.608,,80.4198,76.8098,87.12,76.9928,61.1055
214,1452369600,,74.0995,102.824,,89.865,66.7941,82.63,77.0075,63.5057
215,1452373200,,80.8808,105.993,,123.45,94.9682,86.82,80.139,82.9075
216,1452376800,,89.9042,107.366,,117.648,90.7374,98.67,81.4026,86.5078
217,1452380400,,90.57,119.531,,123.17,88.0575,110.5,90.5886,70.3063
218,1452384000,,93.5116,117.172,,107.953,102.562,99.76,99.0639,73.1066
219,1452387600,,85.4835,100.381,,91.303,110.5,86.46,85.2557,85.2077
220,1452391200,,79.9565,92.2374,,92.8346,112.122,88.89,78.5984,84.5076
221,1452394800,,81.2561,98.9262,,97.6125,108.414,102.1,83.4584,80.2072
222,1452398400,,77.0819,89.6565,,83.0832,107.102,88.15,75.9209,74.3067
223,1452402000,,61.1954,74.5388,,68.2349,109.765,73.64,63.4451,79.1071
224,1452405600,,56.3736,84.0262,,57.2197,79.8737,83.42,70.5766,58.3052
225,1452409200,,43.8856,100.861,,66.1893,54.7022,87.64,66.7311,38.1034
226,1452412800,,43.7004,115.693,,54.0007,58.2269,90.43,75.4579,38.9035
227,1452416400,,40.6487,114.464,,52.4979,62.4412,76.4,70.4763,39.7036
228,1452420000,,49.2753,99.0027,,67.1322,53.7887,53.06,62.9544,34.5031
229,1452423600,,57.8053,81.439,,65.6723,87.1522,66.5,62.3133,58.5053
230,1452427200,,46.4931,84.8912,,72.6939,74.6134,58.37,64.0067,57.5052
231,1452430800,,43.8175,91.2537,,68.064,56.3094,72.15,68.418,44.304
232,1452434400,,57.1812,88.2317,,76.2728,67.747,91.63,67.9379,51.7047
233,1452438000,,56.0634,94.1625,,76.5507,77.2744,76.55,70.986,62.5056
234,1452441600,,67.6465,98.1108,,80.4301,81.7345,81.85,75.4231,59.2053
235,1452445200,,73.7327,94.7196,,110.87,108.626,93.77,75.829,75.5068
236,1452448800,,97.4318,117.429,,116.539,123.962,96.7,77.3254,80.9073
237,1452452400,,85.1652,,,76.8521,114.936,91.62,,75.3068
238,1452456000,,67.8199,,,75.2687,100.088,75.57,,70.5063
239,1452459600,,69.8739,161.867,,73.6747,116.04,84.27,93.1797,79.6072
240,1452463200,,64.4854,153.108,,95.3998,110.965,75.12,88.3977,73.6066
241,1452466800,,53.16,131.28,,89.3785,82.1608,70,76.235,53.6048
242,1452470400,,53.15,124.671,,73.5054,81.2998,74.47,72.3643,47.3043
243,1452474000,,51.056,118.95,,66.4397,53.1699,75.4,71.5879,36.5033
244,1452477600,,50.4318,111.735,,62.91,60.506,82.48,70.1386,41.1037
245,1452481200,,49.6822,119.761,,62.3957,58.1902,77.2,72.3326,44.704
246,1452484800,,61.1166,110.575,,55.1439,65.6637,73.39,69.5271,43.6039
247,1452488400,,51.5974,100.881,,53.0405,58.3328,69.23,66.3148,42.9039
248,1452492000,,69.138,107.937,,62.5017,80.5176,81.33,72.3179,56.8051
249,1452495600,,81.7226,102.386,,72.6937,91.8488,97.95,70.6924,60.8055
250,1452499200,,76.3166,85.1756,,78.0057,92.6278,103.5,71.0776,63.7057
251,1452502800,,84.5461,93.726,,71.9529,106.95,107.9,78.0441,75.8068
252,1452506400,,111.024,96.084,,94.679,130.68,111.5,79.631,95.2086
253,1452510000,,93.4415,104.995,,105.134,151.02,121.6,85.4834,106.21
254,1452513600,,95.2746,127.603,,117.018,156.627,155.9,99.4644,114.01
255,1452517200,,120.827,185.867,,136.186,163.045,190.3,128.216,114.61
256,1452520800,,135.757,195.692,,169.534,145.244,204.4,142.783,98.9089
257,1452524400,,88.8944,153.482,,137.353,132.815,185.1,117.292,96.2087
258,1452528000,,89.9067,112.454,,98.8607,110.904,94.95,88.695,77.507
259,1452531600,,69.7875,107.71,,87.6322,127.595,91.17,87.3739,90.2081
260,1452535200,,56.7573,95.2524,,94.6194,118.787,72.66,73.5267,89.5081
261,1452538800,,62.5034,104.504,,79.161,119.616,75.75,79.2387,84.3076
262,1452542400,,61.3169,95.9634,,74.1398,99.9519,78.46,71.534,76.3069
263,1452546000,,58.3866,96.2631,,83.6914,89.1186,77.95,77.1067,67.5061
264,1452549600,,56.3117,117.944,,83.9777,170.002,94.98,96.6285,131.112
265,1452553200,,62.75,166.829,,103.336,160.097,142.4,139.377,118.611
266,1452556800,,92.0289,122.45,,79.9206,126.593,104.9,93.6441,116.41
267,1452560400,,47.9965,61.2642,,41.3084,75.5998,45.94,47.0172,65.6059
268,1452564000,,29.1151,36.2534,,24.526,36.5074,22.83,27.7914,34.1031
269,1452567600,,24.2528,29.0813,,23.271,15.098,26.49,22.33,14.5683
270,1452571200,,17.6699,25.7176,,19.1189,16.0509,17.43,19.6325,8.70078
271,1452574800,,21.9722,27.082,,22.3884,16.6941,19.02,19.815,14.6013
272,1452578400,,16.462,26.875,,13.5868,26.7049,20.64,18.7726,17.6016
273,1452582000,,14.5597,24.4557,,16.8489,21.8249,24.36,18.0087,18.2016
274,1452585600,,16.1077,35.6646,,27.7905,25.1508,29.61,24.809,16.3015
275,1452589200,,20.4934,23.4904,,15.8008,18.6512,25.87,16.9986,11.501
276,1452600000,,12.1835,49.8799,,12.2762,9.27478,25.95,15.5368,8.9008
277,1452603600,,8.69687,47.8789,,16.1015,8.63348,21.93,14.7963,3.60032
278,1452607200,,9.92618,26.3281,,9.46986,13.365,17.47,12.3039,6.90062
279,1452610800,,10.3954,19.4648,,13.2546,14.0082,21.08,14.1518,13.5232
280,1452614400,,14.6924,22.1216,,16.1655,16.2508,17.6,15.981,11.8011
281,1452618000,,18.2916,28.4669,,14.9643,26.1487,21.04,21.276,11.9011
282,1452621600,,14.0248,31.5687,,22.4303,28.4925,23.72,23.9793,18.0016
283,1452625200,,13.6993,31.1728,,21.5086,22.3421,25.61,23.4688,21.409
284,1452628800,,11.5646,24.609,,12.7355,19.0061,15.53,18.6036,16.5015
285,1452632400,,18.2848,24.0571,,15.0449,22.934,24.43,18.0904,14.2013
286,1452636000,,22.1652,42.1902,,25.0708,35.003,30.17,31.4383,32.903
287,1452639600,,36.5344,51.7618,,30.3957,31.0785,44.19,39.405,29.7697
288,1452592800,,,23.597,,13.2609,29.8476,20.91,15.926,16.0014
289,1452596400,,,38.0634,,14.1575,9.43256,28.47,12.3916,9.15282
290,1452643200,,41.2603,35.2685,,30.8369,28.4743,33.14,29.6647,17.7016
291,1452646800,,33.3626,27.5132,,26.2103,21.4992,24.67,23.1518,20.1018
292,1452650400,,20.7818,23.5688,,16.8285,23.9335,16.97,19.8132,14.6013
293,1452654000,,9.87367,19.4226,,11.4947,18.349,18.62,16.0328,11.9011
294,1452657600,,15.4517,21.6518,,15.2482,14.7052,15.12,17.693,11.9011
295,1452661200,,21.4426,26.944,,11.6099,28.7586,19.94,20.962,16.0014
296,1452664800,,14.9136,25.6136,,11.6759,30.3246,20.77,20.3248,20.3018
297,1452668400,,22.9881,31.2547,,18.2249,29.8167,19.91,25.5405,16.6015
298,1452672000,,21.2884,34.9745,,20.3497,28.2025,31.07,27.3313,14.9013
299,1452675600,,14.8817,28.1452,,16.06,21.0833,24.54,19.5446,13.8012
300,1452679200,,16.5694,23.3871,,,19.8242,26.3,17.1082,6.90062
301,1452682800,,13.81,17.2911,,,14.4853,22.87,13.7219,7.20065
302,1452686400,,14.8703,47.7444,,14.8627,21.0005,18.29,18.2946,7.8007
303,1452690000,,10.2829,77.3598,,10.8637,16.9964,22.42,21.8113,11.501
304,1452693600,,9.15399,59.5998,,12.9322,32.5533,22.93,21.3847,9.20083
305,1452697200,,18.2428,28.6704,,15.7411,22.023,26.88,20.9556,10.1009
306,1452700800,,20.9858,34.6472,,20.0776,16.6683,28.01,27.6136,10.701
307,1452704400,,27.5636,39.8016,,18.2955,29.7032,34.52,32.3348,23.6021
308,1452708000,,21.4584,33.152,,29.8587,20.1048,26.28,26.1947,15.2014
309,1452711600,,32.724,39.3067,,28.0313,33.1168,28.86,31.3951,23.0021
310,1452715200,,30.6232,42.3727,,28.0715,32.0549,32.93,34.7019,19.8018
311,1452718800,,25.7145,37.7702,,22.0703,29.2134,34.64,31.8397,21.3019
312,1452722400,,22.1306,39.2357,,18.6932,37.4217,32.81,33.1771,23.6021
313,1452726000,,21.7272,36.4514,,18.9538,28.5459,24.7,30.7934,18.3016
314,1452729600,,20.0586,29.1837,,17.0607,23.7827,26.32,24.7652,14.0013
315,1452733200,,11.7798,14.9723,,9.52698,24.3881,13.75,12.7333,15.5014
316,1452736800,,12.7592,14.6315,,16.6434,16.0988,8.148,12.0072,7.50068
317,1452740400,,12.3787,16.6966,,11.6839,13.3116,20.82,13.7558,7.90071
318,1452744000,,20.6308,16.9588,,11.1448,13.8479,12.19,13.9545,11.7011
319,1452747600,,6.65836,14.9646,,9.91704,15.6742,9.785,12.1038,7.50068
320,1452751200,,10.9631,19.6911,,13.7029,19.1367,13.45,16.0803,12.5011
321,1452754800,,16.4064,24.1873,,17.3824,23.8415,21.54,20.147,9.10082
322,1452758400,,14.3874,31.2098,,22.599,16.2574,21.04,24.8006,14.1013
323,1452762000,,19.14,43.1571,,20.9159,28.0375,29.22,33.683,19.6018
324,1452765600,,29.5848,67.8802,,23.7648,29.5863,35.53,33.0193,21.0019
325,1452769200,,24.9044,193.837,,23.3282,25.9306,41.6,45.4847,14.5013
326,1452772800,,24.3013,123.801,,22.3953,24.7038,50.06,37.1665,11.001
327,1452776400,,18.8248,129.655,,25.2513,28.0829,65.39,38.274,9.80088
328,1452780000,,33.8455,120.721,,23.8409,30.2372,55.38,38.8259,9.20083
329,1452783600,,39.175,124.891,,36.9429,40.0069,71.7,44.375,21.5019
330,1452787200,,40.1102,131.297,,44.0753,37.5165,73.65,46.714,24.0022
331,1452790800,,47.5207,145.665,,51.5826,66.0599,88.68,55.7716,44.504
332,1452794400,,111.291,168.675,,63.7232,80.3368,108.8,84.4331,61.8056
333,1452798000,,107.339,177.58,,127.533,143.729,147.1,99.0288,101.509
334,1452801600,,124.223,173.719,,96.0435,88.9449,129.2,106.295,63.4057
335,1452805200,,131.868,149.381,,144.448,45.9034,114.9,106.335,31.7029
336,1452808800,,143.236,151.748,,165.229,48.15,122.5,104.644,31.7029
337,1452812400,,141.747,128.843,,158.911,55.6048,85.54,86.305,41.6037
338,1452816000,,132.696,95.6052,,142.185,65.507,71.36,70.404,49.7045
339,1452819600,,102.922,102.663,,114.88,64.5427,94.27,83.3936,55.005
340,1452823200,,72.7793,87.3665,,95.4134,95.1111,72.88,70.6104,90.0081
341,1452826800,,81.9098,76.3697,,75.715,88.593,69.85,59.4965,83.6075
342,1452830400,,57.7691,96.3027,,70.5564,73.6782,74.89,67.1971,70.2434
343,1452834000,,42.4556,110.526,,66.5049,69.3781,76.35,69.7274,69.3062
344,1452837600,,35.8239,93.708,,46.1975,62.5262,61.5,63.3626,52.7047
345,1452841200,,34.7932,90.4941,,48.9566,62.7735,57.37,61.419,48.7044
346,1452844800,,36.337,87.0559,,84.0425,64.2148,61.31,62.7956,63.6057
347,1452848400,,68.8683,95.7483,,91.6119,98.5034,86.15,69.8551,84.4076
348,1452852000,,71.1281,80.8985,,57.7012,110.915,84.06,60.8429,92.5083
349,1452855600,,65.699,88.2677,,62.1553,97.3237,80.52,67.8866,75.7068
350,1452859200,,58.4162,78.6591,,60.6209,77.7044,72.84,64.1413,65.3059
351,1452862800,,45.7822,76.2152,,39.3327,61.3761,63.25,62.1779,50.1045
352,1452866400,,38.4147,65.2167,,25.8611,40.2659,45.87,41.7047,34.1031
353,1452870000,,36.662,99.3366,,37.0894,36.2899,49.96,42.1977,28.3025
354,1452873600,,39.4557,79.3524,,36.2324,45.6687,50.61,39.9931,36.1032
355,1452877200,,42.948,94.9977,,39.9888,68.9147,57.12,51.2991,54.1049
356,1452880800,,42.7915,86.8295,,44.1843,48.6747,55.99,50.1962,36.0032
357,1452884400,,57.3923,66.9085,,50.5414,45.9385,54.97,48.13,36.2033
